item_name,displayName,category,status,source_png,dest_rel_path,sprite_w,sprite_h,tex_w_note
Enchantment_SynchronicityOil,Synchronicity Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSynchronicityOil.png,assets/oils/Enchantment_SynchronicityOil.png,105.94,121.95,tex=128x128 ATLAS_SUBRECT rect=106x122 (crop needed)
Enchantment_WobbleOil,Wobble Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemWobbleOil.png,assets/oils/Enchantment_WobbleOil.png,69.9,116.85,tex=72x120 ATLAS_SUBRECT rect=70x117 (crop needed)
Enchantment_ArrowOil,Arrow Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemArrowOil.png,assets/oils/Enchantment_ArrowOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_AssassinDartOil,Assassin Dart Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemAssassindartOil.png,assets/oils/Enchantment_AssassinDartOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_BoltOil,Enchantment_BoltOil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBoltOil.png,assets/oils/Enchantment_BoltOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_DartOil,Dart Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDartOil.png,assets/oils/Enchantment_DartOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_DelayedHyperTubeOil,Delayed Hyper Tube Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDelayedhypertubeOil.png,assets/oils/Enchantment_DelayedHyperTubeOil.png,65.92,118.92,tex=128x128 ATLAS_SUBRECT rect=66x119 (crop needed)
Enchantment_DieselOil,Diesel Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDieselOil.png,assets/oils/Enchantment_DieselOil.png,118.85,107.9,tex=128x128 ATLAS_SUBRECT rect=119x108 (crop needed)
Enchantment_ExtraPowderOil,Extra Powder Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemExtrapowderOil.png,assets/oils/Enchantment_ExtraPowderOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_FastBetOil,Fast Bet Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFastbetOil.png,assets/oils/Enchantment_FastBetOil.png,106.85,126.9,tex=128x128 ATLAS_SUBRECT rect=107x127 (crop needed)
Enchantment_InstantOil,Instant Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemInstantOil.png,assets/oils/Enchantment_InstantOil.png,93.88,104.9,tex=128x128 ATLAS_SUBRECT rect=94x105 (crop needed)
Enchantment_KineticOil,Kinetic Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemKineticOil.png,assets/oils/Enchantment_KineticOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_MicroWingOil,Micro Wing Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMicrowingOil.png,assets/oils/Enchantment_MicroWingOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_TightBarrelOil,Tight Barrel Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTightbarrelOil.png,assets/oils/Enchantment_TightBarrelOil.png,85.95,223.95,tex=128x256 ATLAS_SUBRECT rect=86x224 (crop needed)
Enchantment_TurbulenceOil,Turbulence Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTurbulenceOil.png,assets/oils/Enchantment_TurbulenceOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_VelocityOil,Velocity Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemVelocityOil.png,assets/oils/Enchantment_VelocityOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_WhimOil,Whim Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemWhimOil.png,assets/oils/Enchantment_WhimOil.png,48.9,123.85,tex=128x128 ATLAS_SUBRECT rect=49x124 (crop needed)
Enchantment_ZoomingOil,Zooming Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemZoomingOil.png,assets/oils/Enchantment_ZoomingOil.png,96.9,114.95,tex=128x128 ATLAS_SUBRECT rect=97x115 (crop needed)
Enchantment_AimlessOil,Aimless Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemAimlessOil.png,assets/oils/Enchantment_AimlessOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_ArteryOil,Artery Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemArteryOil.png,assets/oils/Enchantment_ArteryOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_AxeOil,Axe Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemAxeOil.png,assets/oils/Enchantment_AxeOil.png,109.95,107.9,tex=128x128 ATLAS_SUBRECT rect=110x108 (crop needed)
Enchantment_BlindfoldOil,Blindfold Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBlindfoldOil.png,assets/oils/Enchantment_BlindfoldOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_ConfidenceOil,Confidence Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemConfidenceOil.png,assets/oils/Enchantment_ConfidenceOil.png,48.9,123.85,tex=52x128 ATLAS_SUBRECT rect=49x124 (crop needed)
Enchantment_CriticalOil,Critical Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemCriticalOil.png,assets/oils/Enchantment_CriticalOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_GamblerOil,Gambler Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemGamblerOil.png,assets/oils/Enchantment_GamblerOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_HappyAccidentOil,Happy Accident Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHappyaccidentOil.png,assets/oils/Enchantment_HappyAccidentOil.png,105.94,121.95,tex=128x128 ATLAS_SUBRECT rect=106x122 (crop needed)
Enchantment_HunterOil,Hunter Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHunterOil.png,assets/oils/Enchantment_HunterOil.png,85.95,119.9,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_HustlerOil,Hustler Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHustlerOil.png,assets/oils/Enchantment_HustlerOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_LowRollerOil,Low Roller Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemLowrollerOil.png,assets/oils/Enchantment_LowRollerOil.png,118.85,107.9,tex=128x128 ATLAS_SUBRECT rect=119x108 (crop needed)
Enchantment_ManifestationOil,Manifestation Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemManifestationOil.png,assets/oils/Enchantment_ManifestationOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_NoNeedOil,No Need Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemNoneedOil.png,assets/oils/Enchantment_NoNeedOil.png,69.9,116.85,tex=128x128 ATLAS_SUBRECT rect=70x117 (crop needed)
Enchantment_OutOfTheBoxOil,Out of the Box Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemOutoftheboxOil.png,assets/oils/Enchantment_OutOfTheBoxOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_PunctureOil,Puncture Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemPunctureOil.png,assets/oils/Enchantment_PunctureOil.png,65.92,118.92,tex=128x128 ATLAS_SUBRECT rect=66x119 (crop needed)
Enchantment_SlotmachineOil,Slotmachine Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSlotmachineOil.png,assets/oils/Enchantment_SlotmachineOil.png,96.9,114.95,tex=128x128 ATLAS_SUBRECT rect=97x115 (crop needed)
Enchantment_SmartBulletOil,Smart Bullet Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSmartbulletOil.png,assets/oils/Enchantment_SmartBulletOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_AddDamageOil,Add Damage Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemAdddamageOil.png,assets/oils/Enchantment_AddDamageOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_AsceticOil,Ascetic Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemAsceticOil.png,assets/oils/Enchantment_AsceticOil.png,96.9,114.95,tex=128x128 ATLAS_SUBRECT rect=97x115 (crop needed)
Enchantment_BigOil,Big Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBigOil.png,assets/oils/Enchantment_BigOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_BruteOil,Brute Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBruteOil.png,assets/oils/Enchantment_BruteOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_DischargeOil,Discharge Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDischargeOil.png,assets/oils/Enchantment_DischargeOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_DisposableOil,Disposable Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDisposableOil.png,assets/oils/Enchantment_DisposableOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_ExpanderOil,Expander Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemExpanderOil.png,assets/oils/Enchantment_ExpanderOil.png,65.92,118.92,tex=128x128 ATLAS_SUBRECT rect=66x119 (crop needed)
Enchantment_FidgetOil,Fidget Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFidgetOil.png,assets/oils/Enchantment_FidgetOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_FrugalOil,Frugal Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFrugalOil.png,assets/oils/Enchantment_FrugalOil.png,69.9,116.85,tex=128x128 ATLAS_SUBRECT rect=70x117 (crop needed)
Enchantment_JudgementOil,Judgement Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemJudgementOil.png,assets/oils/Enchantment_JudgementOil.png,59.85,121.9,tex=128x128 ATLAS_SUBRECT rect=60x122 (crop needed)
Enchantment_KickerOil,Kicker Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemKickerOil.png,assets/oils/Enchantment_KickerOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_LateBoomOil,Late Boom Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemLateboomOil.png,assets/oils/Enchantment_LateBoomOil.png,105.94,121.95,tex=128x128 ATLAS_SUBRECT rect=106x122 (crop needed)
Enchantment_PotShotOil,Potshot Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemPotshotOil.png,assets/oils/Enchantment_PotShotOil.png,113.85,119.9,tex=128x128 ATLAS_SUBRECT rect=114x120 (crop needed)
Enchantment_SeatedOil,Seated Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSeatedOil.png,assets/oils/Enchantment_SeatedOil.png,117.95,121.9,tex=128x128 ATLAS_SUBRECT rect=118x122 (crop needed)
Enchantment_SenderOil,Sender Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSenderOil.png,assets/oils/Enchantment_SenderOil.png,85.95,119.9,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_SolidOil,Solid Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSolidOil.png,assets/oils/Enchantment_SolidOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_ComplicatedOil,Complicated Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemComplicatedOil.png,assets/oils/Enchantment_ComplicatedOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_DamageOil,Damage Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDamageOil.png,assets/oils/Enchantment_DamageOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_DumDumOil,Dum Dum Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDumdumOil.png,assets/oils/Enchantment_DumDumOil.png,65.92,118.92,tex=128x128 ATLAS_SUBRECT rect=66x119 (crop needed)
Enchantment_FirstBloodOil,First Blood Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFirstbloodOil.png,assets/oils/Enchantment_FirstBloodOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_FranciscanOil,Franciscan Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFransiscanOil.png,assets/oils/Enchantment_FranciscanOil.png,96.9,114.95,tex=128x128 ATLAS_SUBRECT rect=97x115 (crop needed)
Enchantment_GlassCannonOil,Glass Cannon Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemGlasscannonOil.png,assets/oils/Enchantment_GlassCannonOil.png,93.88,104.9,tex=128x128 ATLAS_SUBRECT rect=94x105 (crop needed)
Enchantment_GreatOil,Great Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemGreatOil.png,assets/oils/Enchantment_GreatOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_GroundedOil,Grounded Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemGroundedOil.png,assets/oils/Enchantment_GroundedOil.png,117.95,121.9,tex=128x128 ATLAS_SUBRECT rect=118x122 (crop needed)
Enchantment_HeavyOil,Heavy Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHeavyOil.png,assets/oils/Enchantment_HeavyOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_HipBlasterOil,Hip Blaster Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHipblasterOil.png,assets/oils/Enchantment_HipBlasterOil.png,113.85,119.9,tex=128x128 ATLAS_SUBRECT rect=114x120 (crop needed)
Enchantment_LauncherOil,Launcher Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemLauncherOil.png,assets/oils/Enchantment_LauncherOil.png,85.95,119.9,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_OverclockOil,Overclock Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemOverclockOil.png,assets/oils/Enchantment_OverclockOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_PuncherOil,Puncher Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemPuncherOil.png,assets/oils/Enchantment_PuncherOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_SlowPunchOil,Slow Punch Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSlowpunchOil.png,assets/oils/Enchantment_SlowPunchOil.png,105.94,121.95,tex=128x128 ATLAS_SUBRECT rect=106x122 (crop needed)
Enchantment_SpartanOil,Spartan Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSpartanOil.png,assets/oils/Enchantment_SpartanOil.png,69.9,116.85,tex=128x128 ATLAS_SUBRECT rect=70x117 (crop needed)
Enchantment_TerminatorOil,Terminator Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTerminatorOil.png,assets/oils/Enchantment_TerminatorOil.png,59.85,121.9,tex=128x128 ATLAS_SUBRECT rect=60x122 (crop needed)
Enchantment_DenseOil,Dense Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDenseOil.png,assets/oils/Enchantment_DenseOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_DetuneOil,Detune Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDetuneOil.png,assets/oils/Enchantment_DetuneOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_FeatureGun,FeatureGun,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFeaturegunOil.png,assets/oils/Enchantment_FeatureGun.png,105.94,121.95,tex=128x128 ATLAS_SUBRECT rect=106x122 (crop needed)
Enchantment_GentleOil,Gentle Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemGentleOil.png,assets/oils/Enchantment_GentleOil.png,106.85,126.9,tex=128x128 ATLAS_SUBRECT rect=107x127 (crop needed)
Enchantment_HeftyOil,Hefty Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHeftyOil.png,assets/oils/Enchantment_HeftyOil.png,93.88,104.9,tex=128x128 ATLAS_SUBRECT rect=94x105 (crop needed)
Enchantment_HighGradeOil,High Grade Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHighgradeOil.png,assets/oils/Enchantment_HighGradeOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_InheritedOil,Inherited Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemInheritedOil.png,assets/oils/Enchantment_InheritedOil.png,65.92,118.92,tex=128x128 ATLAS_SUBRECT rect=66x119 (crop needed)
Enchantment_ReleaseOil,Release Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemReleaseOil.png,assets/oils/Enchantment_ReleaseOil.png,85.95,119.9,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_RigidSystemOil,Rigid System Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRigidsystemOil.png,assets/oils/Enchantment_RigidSystemOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_RobustMechanicsOil,Robust Mechanics Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRobustmechanicsOil.png,assets/oils/Enchantment_RobustMechanicsOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_RubberOil,Rubber Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRubberOil.png,assets/oils/Enchantment_RubberOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_SeatedFitOil,Seated Fit Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSeatedfitOil.png,assets/oils/Enchantment_SeatedFitOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_SensibleOil,Sensible Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSensibleOil.png,assets/oils/Enchantment_SensibleOil.png,59.85,121.9,tex=128x128 ATLAS_SUBRECT rect=60x122 (crop needed)
Enchantment_SlippyCoatingOil,Slippy Coating Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSlippycoatingOil.png,assets/oils/Enchantment_SlippyCoatingOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_SoftBulletOil,Enchantment_SoftBulletOil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSoftbulletOil.png,assets/oils/Enchantment_SoftBulletOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_StiffyFitOil,Stiffy Fit Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemStiffyfitOil.png,assets/oils/Enchantment_StiffyFitOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_TrustyOldOil,Trusty Old Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTrustyoldOil.png,assets/oils/Enchantment_TrustyOldOil.png,117.95,121.9,tex=128x128 ATLAS_SUBRECT rect=118x122 (crop needed)
Enchantment_EternalOil,Eternal Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemEternalOil.png,assets/oils/Enchantment_EternalOil.png,98.91,243.9,tex=128x256 ATLAS_SUBRECT rect=99x244 (crop needed)
Enchantment_UnlabeledOil,Unlabeled Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemUnlabeledOil.png,assets/oils/Enchantment_UnlabeledOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_ClashOil,Clash Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemClashOil.png,assets/oils/Enchantment_ClashOil.png,66.9,236.87,tex=128x256 ATLAS_SUBRECT rect=67x237 (crop needed)
Enchantment_ExcessiveForceOil,Excessive Force Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemExcessiveforceOil.png,assets/oils/Enchantment_ExcessiveForceOil.png,105.94,121.95,tex=128x128 ATLAS_SUBRECT rect=106x122 (crop needed)
Enchantment_ExcessivePowderOil,Excessive Powder Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemExcessivepowderOil.png,assets/oils/Enchantment_ExcessivePowderOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_FlatEnergyOil,Flat Energy Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFlatenergyOil.png,assets/oils/Enchantment_FlatEnergyOil.png,117.95,121.9,tex=128x128 ATLAS_SUBRECT rect=118x122 (crop needed)
Enchantment_JudoOil,Judo Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemJudoOil.png,assets/oils/Enchantment_JudoOil.png,113.85,119.9,tex=128x128 ATLAS_SUBRECT rect=114x120 (crop needed)
Enchantment_KnockbackOil,Knockback Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemKnockbackOil.png,assets/oils/Enchantment_KnockbackOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
