table,entry_kind,item,weight,drop_pct,table_total_weight,category
Loot_Chest_Equipment1Caves_NEW_Demo,item,Springcoil Boot,100.0,1.99,5025.0,EquipmentChests
Loot_Chest_Equipment1Caves_NEW_Demo,item,Yellow Hoodie,500.0,9.9502,5025.0,EquipmentChests
Loot_Chest_Equipment1Caves_NEW_Demo,item,Ygg,300.0,5.9701,5025.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Air Bat,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Badass Vest,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Balaclava,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Ballistic Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Ballistic Vest,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Bathrobe,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Beanie,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Beer Helmet,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Blast Boot,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Blindfold,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Blue Bandana,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Blue Slipper,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Breastplate,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Camo Jacket,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Cap,350.0,1.5112,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Christmas Sock,300.0,1.2953,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Christmas Sweater,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Christmas Sweater,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Clog,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Combat Boot,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Cowboy Boot,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Cowboy Hat,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Cowboy Vest,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Crown,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Denim Jacket,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Dinner Jacket,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Diving Fin,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Diving Mask,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Dress Shoe,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Dunce Cap,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Ear Protectors,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Encrypted Hoodie,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Eye Patch,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Father's Shirt,0.0,0.0,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Firefighter Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Firefighter Jacket,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Fluffy Hat,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Gas Mask,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Genie Shoe,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Geta,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Ghillie Suit,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Golden Slipper,10.0,0.0432,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Green Tunic,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Hardhat,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Hazmat Suit,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Hedgehog Suit,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,High Quality Elf Shoe,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,High heel,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Hockey Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Hockey Shoulder Pads,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Hunting Vest,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Ice Skate,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Knee Pads,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Knight's Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Leather Jacket,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Life Vest,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Military Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Motorcycle Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Office Wear,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Old-Timey Suit,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Parka,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Peg Leg,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Pillow Armor,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Pith Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Plain White Tee,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Plate Carrier,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Platform Shoe,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Police Hat,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Police Uniform,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Pope Hat,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Pyjama,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Raincoat,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Red Bandana,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Roller Blade,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Round Glasses,350.0,1.5112,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Rubber Boot,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Rudolf Nose,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Running Shoe,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,SULFUR Cap,350.0,1.5112,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,SULFUR Hoodie,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Safety Vest,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Samurai Armor,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Santa Hat,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Shoe,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Ski Goggles,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Sneaker,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Sock,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Springcoil Boot,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Square Glasses,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Steel Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Strait Jacket,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Sunglasses,350.0,1.5112,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Sylvester Hat,350.0,1.5112,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Tanker Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Titanium Helmet,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Tracksuit,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Turtle Shell,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Winter Scarf,150.0,0.6477,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Wooden Armor,200.0,0.8636,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Yellow Hoodie,400.0,1.7271,23160.0,EquipmentChests
Loot_Chest_Equipment2Town_NEW,item,Ygg,250.0,1.0794,23160.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Air Bat,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Badass Vest,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Balaclava,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Ballistic Helmet,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Ballistic Vest,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Bathrobe,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Beanie,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Beer Helmet,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Blast Boot,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Blindfold,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Blue Bandana,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Blue Slipper,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Breastplate,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Camo Jacket,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Cap,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Christmas Sock,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Christmas Sweater,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Christmas Sweater,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Clog,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Combat Boot,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Cowboy Boot,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Cowboy Hat,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Cowboy Vest,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Crown,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Denim Jacket,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Dinner Jacket,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Diving Fin,500.0,1.692,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Diving Mask,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Dress Shoe,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Dunce Cap,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Ear Protectors,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Encrypted Hoodie,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Eye Patch,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Father's Shirt,0.0,0.0,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Firefighter Helmet,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Firefighter Jacket,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Fluffy Hat,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Gas Mask,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Genie Shoe,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Geta,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Ghillie Suit,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Golden Slipper,50.0,0.1692,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Green Tunic,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Hardhat,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Hazmat Suit,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Hedgehog Suit,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,High Quality Elf Shoe,1000.0,3.3841,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,High heel,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Hockey Helmet,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Hockey Shoulder Pads,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Hunting Vest,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Ice Skate,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Knee Pads,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Knight's Helmet,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Leather Jacket,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Life Vest,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Military Helmet,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Motorcycle Helmet,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Office Wear,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Old-Timey Suit,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Parka,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Peg Leg,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Pillow Armor,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Pith Helmet,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Plain White Tee,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Plate Carrier,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Platform Shoe,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Police Hat,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Police Uniform,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Pope Hat,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Pyjama,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Raincoat,500.0,1.692,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Red Bandana,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Roller Blade,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Round Glasses,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Rubber Boot,500.0,1.692,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Rudolf Nose,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Running Shoe,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,SULFUR Cap,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,SULFUR Hoodie,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Safety Vest,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Samurai Armor,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Santa Hat,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Shoe,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Ski Goggles,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Sneaker,500.0,1.692,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Sock,500.0,1.692,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Springcoil Boot,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Square Glasses,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Steel Helmet,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Strait Jacket,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Sunglasses,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Sylvester Hat,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Tanker Helmet,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Titanium Helmet,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Tracksuit,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Turtle Shell,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Winter Scarf,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Wooden Armor,400.0,1.3536,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Yellow Hoodie,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Hedgemaze_NEW,item,Ygg,500.0,1.692,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Air Bat,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Badass Vest,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Balaclava,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Ballistic Helmet,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Ballistic Vest,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Bathrobe,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Beanie,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Beer Helmet,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Blast Boot,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Blindfold,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Blue Bandana,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Blue Slipper,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Breastplate,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Camo Jacket,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Cap,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Christmas Sock,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Christmas Sweater,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Christmas Sweater,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Clog,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Combat Boot,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Cowboy Boot,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Cowboy Hat,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Cowboy Vest,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Crown,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Denim Jacket,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Dinner Jacket,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Diving Fin,500.0,1.692,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Diving Mask,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Dress Shoe,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Dunce Cap,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Ear Protectors,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Encrypted Hoodie,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Eye Patch,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Father's Shirt,0.0,0.0,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Firefighter Helmet,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Firefighter Jacket,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Fluffy Hat,450.0,1.5228,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Gas Mask,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Genie Shoe,300.0,1.0152,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Geta,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Ghillie Suit,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Golden Slipper,50.0,0.1692,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Green Tunic,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Hardhat,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Hazmat Suit,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Hedgehog Suit,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,High Quality Elf Shoe,1000.0,3.3841,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,High heel,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Hockey Helmet,200.0,0.6768,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Hockey Shoulder Pads,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Hunting Vest,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Ice Skate,350.0,1.1844,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Knee Pads,250.0,0.846,29550.0,EquipmentChests
Loot_Chest_Equipment3Sewers_NEW,item,Knight's Helmet,200.0,0.6768,29550.0,EquipmentChests
