name,display,category_top,category,verdict,role,useType,recommendation,is_ingredient,is_food,best_dish,best_dish_per_slot,eat_buff,eat_per_slot,quality,basePrice,sellable
Item_FirstAidKit,First Aid Kit,Consumables,Consumables/Other,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,,,Stat_HealthRegen,25.0,Common,60,1
Item_Fish,Fish,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Surstromming' (@50.0/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,Surstromming,50.0,Stat_HealthRegen,10.0,Common,40,1
Item_FishNChips,Fish and chips,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,,,Stat_HealthRegen,25.0,Common,250,1
Item_SandFish,Flat Sandfish,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Surstromming' (@50.0/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,Surstromming,50.0,Stat_HealthRegen,10.0,Common,40,1
Item_Flour,Flour,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Chocolate Mudcake' (@50.0/slot) or eat (Stat_HealthRegen @1.25/slot),1,1,Chocolate Mudcake,50.0,Stat_HealthRegen,1.25,Common,60,1
Item_Fondue,Fondue,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,,,Stat_HealthRegen,25.0,Common,300,1
Item_FrenchHotdog,French Hotdog,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Rare,110,1
Item_FrenchToast,French Toast,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,150,1
Item_MushroomFried,Fried Mushroom ,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @7.5/slot),1,1,,,Stat_HealthRegen,7.5,Common,130,1
Item_FrogLeg,Frog Leg,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Cuisses De Grenouille' (@17.5/slot) or eat (Stat_HealthRegen @3.0/slot),1,1,Cuisses De Grenouille,17.5,Stat_HealthRegen,3.0,Rare,60,1
Item_FullEnglishBreakfast,Full English Breakfast,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @17.5/slot),1,1,,,Stat_HealthRegen,17.5,Common,550,1
Item_Gonster,Gonster,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_Charisma @600.0/slot),1,1,,,Stat_Charisma,600.0,Common,40,1
Item_GravadLax,Gravad Lax,Consumables,Consumables/Foodstuffs/Christmas,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,90,1
Item_Gravy,Gravy,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Poutine' (@17.5/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,Poutine,17.5,Stat_HealthRegen,10.0,Common,60,1
Item_MatchaTeaCup,Green Tea,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook 'Boba Tea' (@7.5/slot) or eat (ExtraDamage_Melee @90.0/slot),1,1,Boba Tea,7.5,ExtraDamage_Melee,90.0,Common,80,1
Item_MatchaGum,Green Tea Gum,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (ExtraDamage_Melee @144.0/slot),1,1,,,ExtraDamage_Melee,144.0,Common,80,1
Item_CactusGrilled,Grilled Cactus,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,80,1
Item_GrilledPoultry,Grilled Poultry,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @50.0/slot),1,1,,,Stat_HealthRegen,50.0,Common,400,1
Item_Haggis,Haggis,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,30,1
Item_HardBread,Hard Bread,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @8.0/slot),1,1,,,Stat_HealthRegen,8.0,Common,60,1
Item_HardshellTaco,Hardshell Taco,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,,,Stat_HealthRegen,25.0,Common,60,1
Item_Hazelnut,Hazelnut,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Nut Mix' (@25.0/slot) or eat (Stat_HealthRegen @2.0/slot),1,1,Nut Mix,25.0,Stat_HealthRegen,2.0,Common,60,1
Item_HealthPotion,Health Potion,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @80.0/slot),1,1,,,Stat_HealthRegen,80.0,Common,60,1
Item_HerbalTea,Herbal Tea,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_SprintBonus @20.0/slot),1,1,,,Stat_SprintBonus,20.0,Common,70,1
Item_Herb,Herbs,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Health Potion' (@80.0/slot) or eat (Stat_HealthRegen @3.0/slot),1,1,Health Potion,80.0,Stat_HealthRegen,3.0,Common,20,1
Item_HolyToast,Holy Toast,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Red Wine' (@1200.0/slot) or eat (Stat_CoyoteTime @90.0/slot),1,1,Red Wine,1200.0,Stat_CoyoteTime,90.0,Legendary,250,1
Item_HolyWater,Holy Water,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook 'Holy Toast' (@90.0/slot) or eat (Stat_CoyoteTime @90.0/slot),1,1,Holy Toast,90.0,Stat_CoyoteTime,90.0,Legendary,500,1
Item_HotPot,Hot Pot,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @8.3333/slot),1,1,,,Stat_HealthRegen,8.3333,Common,300,1
Item_HotSauce,Hot Sauce,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Nashville Hot Chicken' (@6000.0/slot) or eat (Resistance_Frost @12000.0/slot),1,1,Nashville Hot Chicken,6000.0,Resistance_Frost,12000.0,Common,180,1
Item_HotSnax,Hot Snacks,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Nashville Hot Chicken' (@6000.0/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,Nashville Hot Chicken,6000.0,Stat_HealthRegen,15.0,Common,60,1
Item_JanssonsTemptation,Jansson's Temptation,Consumables,Consumables/Foodstuffs/Christmas,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,200,1
Item_Jello,Jello,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Aspic' (@7.5/slot) or eat (Stat_HealthRegen @7.5/slot),1,1,Aspic,7.5,Stat_HealthRegen,7.5,Common,90,1
Item_Julmust,Julmust,Consumables,Consumables/Foodstuffs/Christmas,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @9.0/slot),1,1,,,Stat_HealthRegen,9.0,Common,90,1
Item_KarlOskar,Karl-Oskar,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Full English Breakfast' (@17.5/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Full English Breakfast,17.5,Stat_HealthRegen,5.0,Common,10,1
Item_KidneyPie,Kidney Pie,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @17.5/slot),1,1,,,Stat_HealthRegen,17.5,Common,90,1
Item_KidneyStone,Kidney Stone,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Leverpastej' (@10.0/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Leverpastej,10.0,Stat_HealthRegen,5.0,Common,60,1
Item_Kombucha,Kombucha,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook 'Bark bread' (@5.0/slot) or eat (Stat_CoyoteTime @90.0/slot),1,1,Bark bread,5.0,Stat_CoyoteTime,90.0,Common,60,1
Item_CactusSweets,Lackerol Cactus,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,30,1
Item_Latte,Latte,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @30.0/slot),1,1,,,Stat_HealthRegen,30.0,Rare,35,1
Item_Lemonade,Lemonade,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_SprintBonus @30.0/slot),1,1,,,Stat_SprintBonus,30.0,Common,60,1
Item_Leverpastej,Leverpastej,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Liver Patty Sandwich' (@20.0/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,Liver Patty Sandwich,20.0,Stat_HealthRegen,10.0,Common,60,1
Item_Liquor,Liquor,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook 'Egg Toddy' (@7200.0/slot) or eat (Stat_Charisma @900.0/slot),1,1,Egg Toddy,7200.0,Stat_Charisma,900.0,Common,60,1
Item_SandwichLeverpastej,Liver Patty Sandwich,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @20.0/slot),1,1,,,Stat_HealthRegen,20.0,Common,110,1
Item_MilkGreen,Low Fat Milk,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook 'Pilk' (@90.0/slot) or eat (Stat_AimMovingBonus @22.5/slot),1,1,Pilk,90.0,Stat_AimMovingBonus,22.5,Common,40,1
Item_Lussekatt,Lussekatt,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,160,1
Item_Lutfisk,Lutfisk,Consumables,Consumables/Foodstuffs/Christmas,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @12.5/slot),1,1,,,Stat_HealthRegen,12.5,Common,90,1
Item_MacNCheese,Mac'n'Cheese,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,90,1
Item_Maki,Maki,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,150,1
Item_Marshmallow,Marshmallows,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @20.0/slot),1,1,,,Stat_HealthRegen,20.0,Common,200,1
Item_MashedPotatoes,Mashed Potatoes,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Uncommon,100,1
Item_MatchaTeaPowder,Matcha,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Green Tea Gum' (@144.0/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Green Tea Gum,144.0,Stat_HealthRegen,5.0,Common,40,1
Item_MeatSkewers,Meat Skewers,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,80,1
Item_Meringue,Meringue,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,40,1
Item_Mochi,Mochi,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,,,Stat_HealthRegen,25.0,Common,65,1
Item_MulledWine,Mulled Wine,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_Charisma @1200.0/slot),1,1,,,Stat_Charisma,1200.0,Common,200,1
Item_MushroomOmelette,Mushroom Omelette,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,70,1
Item_MushroomSkewer,Mushroom Skewer,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @7.5/slot),1,1,,,Stat_HealthRegen,7.5,Common,100,1
Item_MushroomSoup,Mushroom Soup,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,70,1
Item_MycotaSquamata,Mycota Squamata,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @2.5/slot),1,1,,,Stat_HealthRegen,2.5,Common,120,1
Item_MysteryMeat,Mystery Meat,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Spaghetti Bolognese' (@25.0/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,Spaghetti Bolognese,25.0,Stat_HealthRegen,15.0,Common,60,1
Item_ChickenNashvilleHot,Nashville Hot Chicken,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Stew' (@10.0/slot) or eat (Resistance_Frost @6000.0/slot),1,1,Stew,10.0,Resistance_Frost,6000.0,Rare,220,1
Item_Nigiri,Nigiri,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,210,1
Item_Nuggets,Nuggets,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Stew' (@10.0/slot) or eat (Stat_HealthRegen @12.5/slot),1,1,Stew,10.0,Stat_HealthRegen,12.5,Rare,80,1
Item_NutMix,Nut Mix,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Nut Spread' (@10.0/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,Nut Spread,10.0,Stat_HealthRegen,25.0,Common,200,1
Item_NutSpread,Nut Spread,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Peanutbutter Sandwich' (@25.0/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,Peanutbutter Sandwich,25.0,Stat_HealthRegen,10.0,Common,220,1
Item_SandwichNutSpread,Nut Spread Sandwich,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @20.0/slot),1,1,,,Stat_HealthRegen,20.0,Common,80,1
Item_Oats,Oats,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Power Bar' (@60.0/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Power Bar,60.0,Stat_HealthRegen,5.0,Common,50,1
Item_Omelette,Omelette,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @11.0/slot),1,1,,,Stat_HealthRegen,11.0,Common,50,1
Item_Onigiri,Onigiri,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @17.5/slot),1,1,,,Stat_HealthRegen,17.5,Common,210,1
Item_Peanut,Peanut,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Nut Mix' (@25.0/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Nut Mix,25.0,Stat_HealthRegen,5.0,Common,20,1
Item_PeanutButter,Peanut Butter,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Peanutbutter Jelly Sandwich' (@35.0/slot) or eat (Stat_HealthRegen @11.25/slot),1,1,Peanutbutter Jelly Sandwich,35.0,Stat_HealthRegen,11.25,Common,250,1
Item_SandwichPeanutbutterJelly,Peanutbutter Jelly Sandwich,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @35.0/slot),1,1,,,Stat_HealthRegen,35.0,Common,130,1
Item_SandwichPeanutbutter,Peanutbutter Sandwich,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,,,Stat_HealthRegen,25.0,Common,110,1
Item_Pilk,Pilk,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_ExtraJumps @90.0/slot),1,1,,,Stat_ExtraJumps,90.0,Common,400,1
Item_PineNut,Pine nuts,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Nut Mix' (@25.0/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Nut Mix,25.0,Stat_HealthRegen,5.0,Common,20,1
Item_PizzaLarge,Pizza,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Pizza Slice' (@100.0/slot) or eat (Stat_HealthRegen @37.5/slot),1,1,Pizza Slice,100.0,Stat_HealthRegen,37.5,Common,400,1
Item_PizzaSlice,Pizza Slice,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @100.0/slot),1,1,,,Stat_HealthRegen,100.0,Common,150,1
Item_Porridge,Porridge,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Rhubarb Porridge' (@12.5/slot) or eat (Stat_HealthRegen @7.5/slot),1,1,Rhubarb Porridge,12.5,Stat_HealthRegen,7.5,Common,30,1
Item_Potato,Potato,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Fish and chips' (@25.0/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Fish and chips,25.0,Stat_HealthRegen,5.0,Common,60,1
Item_PotatoSalad,Potato Salad,Consumables,Consumables/Foodstuffs/Christmas,KEEP-COOK/EAT,consumable,Consumable,cook 'Jansson's Temptation' (@15.0/slot) or eat (Stat_HealthRegen @7.5/slot),1,1,Jansson's Temptation,15.0,Stat_HealthRegen,7.5,Common,90,1
Item_Poutine,Poutine,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @17.5/slot),1,1,,,Stat_HealthRegen,17.5,Common,225,1
Item_PowerBar,Power Bar,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_SprintBonus @60.0/slot),1,1,,,Stat_SprintBonus,60.0,Common,30,1
Item_RiceCake,Puffed Rice Cakes,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,20,1
Item_PyttIPanna,Pyttipanna,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @12.5/slot),1,1,,,Stat_HealthRegen,12.5,Common,200,1
Item_Polsa,Pölsa,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Spaghetti Bolognese' (@25.0/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,Spaghetti Bolognese,25.0,Stat_HealthRegen,10.0,Common,30,1
Item_Polse,Pølse,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @7.5/slot),1,1,,,Stat_HealthRegen,7.5,Common,50,1
Item_Raclette,Raclette,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,,,Stat_HealthRegen,25.0,Common,300,1
Item_Ramen,Ramen,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @20.0/slot),1,1,,,Stat_HealthRegen,20.0,Common,150,1
Item_Wine,Red Wine,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook 'Mulled Wine' (@1200.0/slot) or eat (Stat_Charisma @1200.0/slot),1,1,Mulled Wine,1200.0,Stat_Charisma,1200.0,Common,200,1
Item_Rhubarb,Rhubarb,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Rhubarb Pie' (@15.0/slot) or eat (Stat_HealthRegen @3.0/slot),1,1,Rhubarb Pie,15.0,Stat_HealthRegen,3.0,Common,20,1
Item_RhubarbPie,Rhubarb Pie,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,80,1
Item_RhubarbPorridge,Rhubarb Porridge,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @12.5/slot),1,1,,,Stat_HealthRegen,12.5,Common,20,1
Item_RhubarbSauce,Rhubarb Sauce,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Rhubarb Porridge' (@12.5/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,Rhubarb Porridge,12.5,Stat_HealthRegen,10.0,Common,40,1
Item_Rice,Rice,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Unagi' (@50.0/slot) or eat (Stat_HealthRegen @1.25/slot),1,1,Unagi,50.0,Stat_HealthRegen,1.25,Common,30,1
Item_Risalamalta,Ris à la Malta,Consumables,Consumables/Foodstuffs/Christmas,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,,,Stat_HealthRegen,25.0,Common,90,1
Item_Risgrynsgrot,Risgrynsgröt,Consumables,Consumables/Foodstuffs/Christmas,KEEP-COOK/EAT,consumable,Consumable,cook 'Ris à la Malta' (@25.0/slot) or eat (Stat_HealthRegen @9.0/slot),1,1,Ris à la Malta,25.0,Stat_HealthRegen,9.0,Common,90,1
Item_Rodsopp,Rödsopp,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Health Potion' (@80.0/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Health Potion,80.0,Stat_HealthRegen,5.0,Common,15,1
Item_RodsoppPaste,Rödsopp Paste,Consumables,Consumables/Other,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_SlowMotion @4.0/slot),1,1,,,Stat_SlowMotion,4.0,Common,50,1
Item_Salt,Salt,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Salted Sandfish' (@25.0/slot) or eat (Stat_HealthRegen @1.0/slot),1,1,Salted Sandfish,25.0,Stat_HealthRegen,1.0,Common,10,1
Item_FishSalted,Salted Fish,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Surstromming' (@50.0/slot) or eat (Stat_HealthRegen @20.0/slot),1,1,Surstromming,50.0,Stat_HealthRegen,20.0,Common,90,1
Item_SaltedSandfish,Salted Sandfish,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Surstromming' (@50.0/slot) or eat (Stat_HealthRegen @25.0/slot),1,1,Surstromming,50.0,Stat_HealthRegen,25.0,Common,100,1
Item_Sashimi,Sashimi,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Nigiri' (@10.0/slot) or eat (Stat_HealthRegen @20.0/slot),1,1,Nigiri,10.0,Stat_HealthRegen,20.0,Common,220,1
Item_SausageOmelette,Sausage Omelette,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @21.0/slot),1,1,,,Stat_HealthRegen,21.0,Common,110,1
Item_SausageOnStick,Sausage On Stick,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @20.0/slot),1,1,,,Stat_HealthRegen,20.0,Common,200,1
Item_SausageSoup,Sausage Soup,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @15.0/slot),1,1,,,Stat_HealthRegen,15.0,Common,135,1
Item_Seaweed,Seaweed,Consumables,Consumables/Foodstuffs,KEEP-COOK/EAT,consumable,Consumable,cook 'Maki' (@15.0/slot) or eat (Stat_HealthRegen @5.0/slot),1,1,Maki,15.0,Stat_HealthRegen,5.0,Common,30,1
Item_Silltalrik,Silltallrik,Consumables,Consumables/Foodstuffs/Christmas,KEEP-COOK/EAT,consumable,Consumable,cook '' (@/slot) or eat (Stat_HealthRegen @10.0/slot),1,1,,,Stat_HealthRegen,10.0,Common,90,1
Item_MilkBlue,Skimmed Milk,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook 'Pilk' (@90.0/slot) or eat (Stat_AimMovingBonus @22.5/slot),1,1,Pilk,90.0,Stat_AimMovingBonus,22.5,Common,40,1
Item_Soda,Slurf,Consumables,Consumables/Drinks,KEEP-COOK/EAT,consumable,Consumable,cook 'Cocktail' (@900.0/slot) or eat (Stat_AimMovingBonus @20.0/slot),1,1,Cocktail,900.0,Stat_AimMovingBonus,20.0,Common,30,1
Item_Solution,Solution,Consumables,Consumables/Other,KEEP-COOK/EAT,consumable,Consumable,cook 'Hot Sauce' (@12000.0/slot) or eat (Stat_HealthRegen @2.5/slot),1,1,Hot Sauce,12000.0,Stat_HealthRegen,2.5,Common,40,1
