ingredient_name,ingredient_display,ingredient_category,qty_needed,recipe_name,recipe_type,produces_name,produces_display,product_slots,product_primary_attribute,product_primary_total_effect,product_total_effect_per_slot
Item_Bread,Bread,Consumables/Foodstuffs,3,Recipe_Cheeseburger_1 37,cooking,Item_DoubleCheeseburger,Double Cheeseburger,1,Stat_HealthRegen,200,200.0
Item_Bread,Bread,Consumables/Foodstuffs,3,Recipe_Cheeseburger_1 38,cooking,Item_DoubleCheeseburger,Double Cheeseburger,1,Stat_HealthRegen,200,200.0
Item_Bread,Bread,Consumables/Foodstuffs,3,Recipe_Cheeseburger_1 39,cooking,Item_DoubleCheeseburger,Double Cheeseburger,1,Stat_HealthRegen,200,200.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Cheeseburger_1 4,cooking,Item_Cheeseburger,Cheeseburger,1,Stat_HealthRegen,45,45.0
Item_Bread,Bread,Consumables/Foodstuffs,3,Recipe_Cheeseburger_1 40,cooking,Item_DoubleCheeseburger,Double Cheeseburger,1,Stat_HealthRegen,200,200.0
Item_Bread,Bread,Consumables/Foodstuffs,3,Recipe_Cheeseburger_1 41,cooking,Item_DoubleCheeseburger,Double Cheeseburger,1,Stat_HealthRegen,200,200.0
Item_Bread,Bread,Consumables/Foodstuffs,3,Recipe_Cheeseburger_1 42,cooking,Item_DoubleCheeseburger,Double Cheeseburger,1,Stat_HealthRegen,200,200.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Cheeseburger_1 5,cooking,Item_Cheeseburger,Cheeseburger,1,Stat_HealthRegen,45,45.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Cheeseburger_1 6,cooking,Item_Cheeseburger,Cheeseburger,1,Stat_HealthRegen,45,45.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_Cheeseburger_1 7,cooking,Item_Cheeseburger,Cheeseburger,1,Stat_HealthRegen,45,45.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_Cheeseburger_1 8,cooking,Item_Cheeseburger,Cheeseburger,1,Stat_HealthRegen,45,45.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_Cheeseburger_1 9,cooking,Item_Cheeseburger,Cheeseburger,1,Stat_HealthRegen,45,45.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_DoppiGrytan 1,cooking,Item_DoppIGrytan,Dopp I Grytan,4,Stat_HealthRegen,35,8.75
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_DoppiGrytan 2,cooking,Item_DoppIGrytan,Dopp I Grytan,4,Stat_HealthRegen,35,8.75
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_DoppiGrytan 3,cooking,Item_DoppIGrytan,Dopp I Grytan,4,Stat_HealthRegen,35,8.75
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_1,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_2,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_3,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_4,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_5,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_6,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_7,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_8,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchHotdog_9,cooking,Item_FrenchHotdog,French Hotdog,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchToast_1,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchToast_1 1,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_FrenchToast_1 2,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchToast_1 3,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchToast_1 4,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_FrenchToast_1 5,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_FrenchToast_1 6,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_FrenchToast_1 7,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchToast_2,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_FrenchToast_2 1,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_FrenchToast_2 2,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_FrenchToast_2 3,cooking,Item_FrenchToast,French Toast,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_HolyToast_1,cooking,Item_HolyToast,Holy Toast,1,Stat_CoyoteTime,90,90.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_HolyToast_2,cooking,Item_HolyToast,Holy Toast,1,Stat_CoyoteTime,90,90.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Leverpastejsmacka 1,cooking,Item_SandwichLeverpastej,Liver Patty Sandwich,1,Stat_HealthRegen,20,20.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Leverpastejsmacka 2,cooking,Item_SandwichLeverpastej,Liver Patty Sandwich,1,Stat_HealthRegen,20,20.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Lussekatt_1,cooking,Item_Lussekatt,Lussekatt,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_Lussekatt_2,cooking,Item_Lussekatt,Lussekatt,2,Stat_HealthRegen,30,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_NutSpreadSandwitch_1 4,cooking,Item_SandwichPeanutbutter,Peanutbutter Sandwich,1,Stat_HealthRegen,25,25.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_NutSpreadSandwitch_1 6,cooking,Item_SandwichPeanutbutter,Peanutbutter Sandwich,1,Stat_HealthRegen,25,25.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_NutSpreadSandwitch_2 2,cooking,Item_SandwichPeanutbutter,Peanutbutter Sandwich,1,Stat_HealthRegen,25,25.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_PeanutButterJellySandwitch_1,cooking,Item_SandwichPeanutbutterJelly,Peanutbutter Jelly Sandwich,1,Stat_HealthRegen,35,35.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_PeanutButterJellySandwitch_1 2,cooking,Item_SandwichPeanutbutterJelly,Peanutbutter Jelly Sandwich,1,Stat_HealthRegen,35,35.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_PeanutButterJellySandwitch_2,cooking,Item_SandwichPeanutbutterJelly,Peanutbutter Jelly Sandwich,1,Stat_HealthRegen,35,35.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_PeanutButterSandwitch_1,cooking,Item_SandwichPeanutbutter,Peanutbutter Sandwich,1,Stat_HealthRegen,25,25.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_PeanutButterSandwitch_1 2,cooking,Item_SandwichPeanutbutter,Peanutbutter Sandwich,1,Stat_HealthRegen,25,25.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_PizzaLarge,cooking,Item_PizzaLarge,Pizza,4,Stat_HealthRegen,150,37.5
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Sandwich_1,cooking,Item_SandwichButter,Butter Sandwich,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Sandwich_2,cooking,Item_SandwichCheese,Cheese Sandwich,1,Stat_HealthRegen,20,20.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_Sandwich_3,cooking,Item_SandwichCheese,Cheese Sandwich,1,Stat_HealthRegen,20,20.0
Item_Bread,Bread,Consumables/Foodstuffs,3,Recipe_Sandwich_4,cooking,Item_SandwichBread,Bread Sandwich,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,2,Recipe_Sandwich_5,cooking,Item_SandwichCheese,Cheese Sandwich,1,Stat_HealthRegen,20,20.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_ToastSkagen,cooking,Item_ToastSkagen,Toast Skagen,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_ToastSkagen 1,cooking,Item_ToastSkagen,Toast Skagen,1,Stat_HealthRegen,15,15.0
Item_Bread,Bread,Consumables/Foodstuffs,1,Recipe_ToastSkagen 2,cooking,Item_ToastSkagen,Toast Skagen,1,Stat_HealthRegen,15,15.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_CuissesDeGrenouille_2,cooking,Item_CuissesDeGrenouille,Cuisses De Grenouille,2,Stat_HealthRegen,35,17.5
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_DoppiGrytan 1,cooking,Item_DoppIGrytan,Dopp I Grytan,4,Stat_HealthRegen,35,8.75
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_DoppiGrytan 2,cooking,Item_DoppIGrytan,Dopp I Grytan,4,Stat_HealthRegen,35,8.75
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_DoppiGrytan 3,cooking,Item_DoppIGrytan,Dopp I Grytan,4,Stat_HealthRegen,35,8.75
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Escargot_3,cooking,Item_Escargot,Escargot,2,Stat_HealthRegen,30,15.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Fondue_4,cooking,Item_Fondue,Fondue,2,Stat_HealthRegen,50,25.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Gravy_1,cooking,Item_Gravy,Gravy,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Gravy_1 1,cooking,Item_Gravy,Gravy,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Gravy_1 2,cooking,Item_Gravy,Gravy,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Gravy_1 3,cooking,Item_Gravy,Gravy,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Gravy_1 4,cooking,Item_Gravy,Gravy,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 1,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 10,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 11,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 12,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 13,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 14,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 15,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 16,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 17,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 18,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 19,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 2,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 20,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 21,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 22,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 23,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 24,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 25,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 26,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 27,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 28,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 29,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 3,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 30,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 31,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 32,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 33,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 34,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 35,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 36,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 37,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 38,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 39,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 4,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 40,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 41,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 42,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 43,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 44,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 45,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 46,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 47,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 48,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 49,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 5,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 50,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 51,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 52,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 53,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 54,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 55,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 56,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 57,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 58,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 59,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 6,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 60,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 61,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 62,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 63,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 64,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 65,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 66,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 67,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 68,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 69,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 7,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 70,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 71,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 72,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 73,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 74,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 75,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 76,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 77,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 78,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 79,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 8,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 80,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 81,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 82,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 83,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 84,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 85,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 86,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 87,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 88,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 89,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_Hotpot 9,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 90,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 91,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 92,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 93,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 94,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,2,Recipe_Hotpot 95,cooking,Item_HotPot,Hot Pot,6,Stat_HealthRegen,50,8.3333
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_MushroomSoupBroth_10,cooking,Item_MushroomSoup,Mushroom Soup,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_MushroomSoupBroth_10 1,cooking,Item_MushroomSoup,Mushroom Soup,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_MushroomSoupBroth_10 2,cooking,Item_MushroomSoup,Mushroom Soup,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_MushroomSoupBroth_11,cooking,Item_MushroomSoup,Mushroom Soup,2,Stat_HealthRegen,20,10.0
Item_Broth,Broth,Consumables/Foodstuffs,1,Recipe_MushroomSoupBroth_11 1,cooking,Item_MushroomSoup,Mushroom Soup,2,Stat_HealthRegen,20,10.0
