name,type_name,output_name,output_display,qty_created,craftable,num_inputs,inputs_readable,inputs_raw
Recipe_Glogg 3,cooking,Item_MulledWine,Mulled Wine,4,1,3,Red Wine x1; Christmas Spice x1; Berry Jam x1,743:1;400:1;511:1
Recipe_Glogg 4,cooking,Item_MulledWine,Mulled Wine,3,1,2,Red Wine x2; Christmas Spice x1,743:2;400:1
Recipe_Glogg 5,cooking,Item_MulledWine,Mulled Wine,2,1,2,Red Wine x1; Christmas Spice x2,743:1;400:2
Recipe_Glogg 6,cooking,Item_MulledWine,Mulled Wine,2,1,2,Red Wine x1; Sugar x1,743:1;708:1
Recipe_Glogg 7,cooking,Item_MulledWine,Mulled Wine,3,1,2,Red Wine x2; Sugar x1,743:2;708:1
Recipe_Glogg 8,cooking,Item_MulledWine,Mulled Wine,4,1,2,Red Wine x1; Sugar x2,743:1;708:2
Recipe_Glogg 9,cooking,Item_MulledWine,Mulled Wine,5,1,2,Red Wine x2; Sugar x2,743:2;708:2
Recipe_Gonster 1,cooking,Item_Gonster,Gonster,1,1,2,Stout x1; Sports Drink x1,706:1;700:1
Recipe_Gonster 2,cooking,Item_Gonster,Gonster,1,1,2,Stout x1; Cactus Softdrink x1,706:1;377:1
Recipe_Gonster,cooking,Item_Gonster,Gonster,1,1,2,Stout x1; Slurf x1,706:1;694:1
Recipe_Gravadlax 1,cooking,Item_GravadLax,Gravad Lax,4,1,3,Flat Sandfish x1; Herbs x1; Sugar x1,659:1;490:1;708:1
Recipe_Gravadlax,cooking,Item_GravadLax,Gravad Lax,4,1,3,Fish x1; Herbs x1; Sugar x1,452:1;490:1;708:1
Recipe_Gravy_1 1,cooking,Item_Gravy,Gravy,1,1,2,Broth x1; Low Fat Milk x1,372:1;560:1
Recipe_Gravy_1 2,cooking,Item_Gravy,Gravy,1,1,2,Broth x1; Skimmed Milk x1,372:1;558:1
Recipe_Gravy_1 3,cooking,Item_Gravy,Gravy,1,1,2,Broth x1; Butter x1,372:1;373:1
Recipe_Gravy_1 4,cooking,Item_Gravy,Gravy,1,1,2,Broth x1; Buttermilk x1,372:1;559:1
Recipe_Gravy_1,cooking,Item_Gravy,Gravy,1,1,2,Broth x1; Whole Milk x1,372:1;561:1
Recipe_GreenGlob,cooking,Item_GreenGlob,Green Glob,1,1,2,Snail x1; Rock x1,690:1;645:1
Recipe_GreenGlob_1,cooking,Item_GreenGlob,Green Glob,1,1,2,Snail x1; Salt x1,690:1;656:1
Recipe_Gum_1,cooking,Item_GumHubba,Sweet Gum,1,1,2,Rubber x1; Berries x1,650:1;350:1
Recipe_Gum_2 1,cooking,Item_GumHubba,Sweet Gum,1,1,2,Rubber x1; Slurf x1,650:1;694:1
Recipe_Gum_2,cooking,Item_GumHubba,Sweet Gum,1,1,2,Rubber x1; Sugar x1,650:1;708:1
Recipe_Gum_3,cooking,Item_GumHubba,Sweet Gum,1,1,2,Used Rubber x1; Sugar x1,731:1;708:1
Recipe_Gum_4,cooking,Item_GumHubba,Sweet Gum,1,1,2,Used Rubber x1; Berries x1,731:1;350:1
Recipe_Haggis_1A,cooking,Item_Haggis,Haggis,1,1,2,Lung x1; Oats x1,541:1;581:1
Recipe_Haggis_1B,cooking,Item_Haggis,Haggis,1,1,3,Lung x1; Oats x1; Heart x1,541:1;581:1;488:1
Recipe_Haggis_1C,cooking,Item_Haggis,Haggis,1,1,3,Lung x1; Oats x1; Liver x1,541:1;581:1;533:1
Recipe_Haggis_2A,cooking,Item_Haggis,Haggis,1,1,2,Craw skin x1; Oats x1,416:1;581:1
Recipe_Haggis_2B,cooking,Item_Haggis,Haggis,1,1,3,Craw skin x1; Oats x1; Liver x1,416:1;581:1;533:1
Recipe_Haggis_2C,cooking,Item_Haggis,Haggis,1,1,3,Craw skin x1; Oats x1; Heart x1,416:1;581:1;488:1
Recipe_Haggis_3A,cooking,Item_Haggis,Haggis,1,1,2,Dog Skin x1; Oats x1,433:1;581:1
Recipe_Haggis_3B,cooking,Item_Haggis,Haggis,1,1,3,Dog Skin x1; Oats x1; Liver x1,433:1;581:1;533:1
Recipe_Haggis_3C,cooking,Item_Haggis,Haggis,1,1,3,Dog Skin x1; Oats x1; Heart x1,433:1;581:1;488:1
Recipe_Haggis_4A,cooking,Item_Haggis,Haggis,1,1,2,Goblin skin x1; Oats x1,472:1;581:1
Recipe_Haggis_4B,cooking,Item_Haggis,Haggis,1,1,3,Goblin skin x1; Oats x1; Liver x1,472:1;581:1;533:1
Recipe_Haggis_4C,cooking,Item_Haggis,Haggis,1,1,3,Goblin skin x1; Oats x1; Heart x1,472:1;581:1;488:1
Recipe_Haggis_5A,cooking,Item_Haggis,Haggis,1,1,2,Human skin x1; Oats x1,505:1;581:1
Recipe_Haggis_5B,cooking,Item_Haggis,Haggis,1,1,3,Human skin x1; Oats x1; Liver x1,505:1;581:1;533:1
Recipe_Haggis_5C,cooking,Item_Haggis,Haggis,1,1,3,Human skin x1; Oats x1; Heart x1,505:1;581:1;488:1
Recipe_Haggis_6A,cooking,Item_Haggis,Haggis,1,1,2,Shav'Wa skin x1; Oats x1,538:1;581:1
Recipe_Haggis_6B,cooking,Item_Haggis,Haggis,1,1,3,Shav'Wa skin x1; Oats x1; Liver x1,538:1;581:1;533:1
Recipe_Haggis_6C,cooking,Item_Haggis,Haggis,1,1,3,Shav'Wa skin x1; Oats x1; Heart x1,538:1;581:1;488:1
Recipe_Haggis_7A,cooking,Item_Haggis,Haggis,1,1,2,Hellshrew skin x1; Oats x1,684:1;581:1
Recipe_Haggis_7B,cooking,Item_Haggis,Haggis,1,1,3,Hellshrew skin x1; Oats x1; Liver x1,684:1;581:1;533:1
Recipe_Haggis_7C,cooking,Item_Haggis,Haggis,1,1,3,Hellshrew skin x1; Oats x1; Heart x1,684:1;581:1;488:1
Recipe_HardBread_1 1,cooking,Item_HardBread,Hard Bread,4,1,2,Flour x1; Sawdust x2,456:1;675:2
Recipe_HardBread_1 2,cooking,Item_HardBread,Hard Bread,4,1,2,Flour x2; Sawdust x1,456:2;675:1
Recipe_HardBread_1 3,cooking,Item_HardBread,Hard Bread,5,1,2,Flour x2; Sawdust x3,456:2;675:3
Recipe_HardBread_1,cooking,Item_HardBread,Hard Bread,3,1,2,Flour x1; Sawdust x1,456:1;675:1
Recipe_HealthPotion_1,cooking,Item_HealthPotion,Health Potion,1,1,2,Blood x1; Berry Jam x1,357:1;511:1
Recipe_HealthPotion_2,cooking,Item_HealthPotion,Health Potion,1,1,1,Herbs x4,490:4
Recipe_HealthPotion_3,cooking,Item_HealthPotion,Health Potion,1,1,1,Rödsopp x9,646:9
Recipe_HealthPotion_4,cooking,Item_HealthPotion,Health Potion,1,1,2,Herbs x1; Rödsopp x3,490:1;646:3
Recipe_HealthPotion_5,cooking,Item_HealthPotion,Health Potion,1,1,2,Blood x1; Rödsopp x1,357:1;646:1
Recipe_HealthPotion_6,cooking,Item_HealthPotion,Health Potion,1,1,2,Slurf x1; Blood x1,694:1;357:1
Recipe_HealthPotion_7,cooking,Item_HealthPotion,Health Potion,1,1,1,Blood x2,357:2
Recipe_HolyToast_1,cooking,Item_HolyToast,Holy Toast,3,1,2,Holy Water x1; Bread x1,497:1;370:1
Recipe_HolyToast_2,cooking,Item_HolyToast,Holy Toast,3,1,2,Red Wine x1; Bread x1,743:1;370:1
Recipe_Hotpot 1,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Dog flesh x1,372:1;646:1;734:1;717:1;518:1;432:1
Recipe_Hotpot 2,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Goblin flesh x1,372:1;646:1;734:1;717:1;518:1;471:1
Recipe_Hotpot 3,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Human flesh x1,372:1;646:1;734:1;717:1;518:1;504:1
Recipe_Hotpot 4,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Shav'Wa flesh x1,372:1;646:1;734:1;717:1;518:1;537:1
Recipe_Hotpot 5,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Hellshrew flesh x1,372:1;646:1;734:1;717:1;518:1;683:1
Recipe_Hotpot 6,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Craw flesh x1,372:1;646:1;734:1;717:1;518:2;415:1
Recipe_Hotpot 7,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Dog flesh x1,372:1;646:1;734:1;717:1;518:2;432:1
Recipe_Hotpot 8,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Goblin flesh x1,372:1;646:1;734:1;717:1;518:2;471:1
Recipe_Hotpot 9,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Human flesh x1,372:1;646:1;734:1;717:1;518:2;504:1
Recipe_Hotpot 10,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Shav'Wa flesh x1,372:1;646:1;734:1;717:1;518:2;537:1
Recipe_Hotpot 11,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Hellshrew flesh x1,372:1;646:1;734:1;717:1;518:2;683:1
Recipe_Hotpot 12,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Craw flesh x1,372:1;646:1;734:1;717:2;518:1;415:1
Recipe_Hotpot 13,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Dog flesh x1,372:1;646:1;734:1;717:2;518:1;432:1
Recipe_Hotpot 14,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Goblin flesh x1,372:1;646:1;734:1;717:2;518:1;471:1
Recipe_Hotpot 15,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Human flesh x1,372:1;646:1;734:1;717:2;518:1;504:1
Recipe_Hotpot 16,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Shav'Wa flesh x1,372:1;646:1;734:1;717:2;518:1;537:1
Recipe_Hotpot 17,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Hellshrew flesh x1,372:1;646:1;734:1;717:2;518:1;683:1
Recipe_Hotpot 18,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Craw flesh x1,372:1;646:1;734:2;717:1;518:1;415:1
Recipe_Hotpot 19,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Dog flesh x1,372:1;646:1;734:2;717:1;518:1;432:1
Recipe_Hotpot 20,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Goblin flesh x1,372:1;646:1;734:2;717:1;518:1;471:1
Recipe_Hotpot 21,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Human flesh x1,372:1;646:1;734:2;717:1;518:1;504:1
Recipe_Hotpot 22,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Shav'Wa flesh x1,372:1;646:1;734:2;717:1;518:1;537:1
Recipe_Hotpot 23,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Hellshrew flesh x1,372:1;646:1;734:2;717:1;518:1;683:1
Recipe_Hotpot 24,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Craw flesh x1,372:1;646:2;734:1;717:1;518:1;415:1
Recipe_Hotpot 25,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Dog flesh x1,372:1;646:2;734:1;717:1;518:1;432:1
Recipe_Hotpot 26,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Goblin flesh x1,372:1;646:2;734:1;717:1;518:1;471:1
Recipe_Hotpot 27,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Human flesh x1,372:1;646:2;734:1;717:1;518:1;504:1
Recipe_Hotpot 28,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Shav'Wa flesh x1,372:1;646:2;734:1;717:1;518:1;537:1
Recipe_Hotpot 29,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x1; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Hellshrew flesh x1,372:1;646:2;734:1;717:1;518:1;683:1
Recipe_Hotpot 30,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Craw flesh x1,372:2;646:1;734:1;717:1;518:1;415:1
Recipe_Hotpot 31,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Dog flesh x1,372:2;646:1;734:1;717:1;518:1;432:1
Recipe_Hotpot 32,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Goblin flesh x1,372:2;646:1;734:1;717:1;518:1;471:1
Recipe_Hotpot 33,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Human flesh x1,372:2;646:1;734:1;717:1;518:1;504:1
Recipe_Hotpot 34,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Shav'Wa flesh x1,372:2;646:1;734:1;717:1;518:1;537:1
Recipe_Hotpot 35,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Hellshrew flesh x1,372:2;646:1;734:1;717:1;518:1;683:1
Recipe_Hotpot 36,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Craw flesh x1,372:2;646:2;734:1;717:1;518:1;415:1
Recipe_Hotpot 37,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Dog flesh x1,372:2;646:2;734:1;717:1;518:1;432:1
Recipe_Hotpot 38,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Goblin flesh x1,372:2;646:2;734:1;717:1;518:1;471:1
Recipe_Hotpot 39,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Human flesh x1,372:2;646:2;734:1;717:1;518:1;504:1
Recipe_Hotpot 40,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Shav'Wa flesh x1,372:2;646:2;734:1;717:1;518:1;537:1
Recipe_Hotpot 41,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Hellshrew flesh x1,372:2;646:2;734:1;717:1;518:1;683:1
Recipe_Hotpot 42,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Craw flesh x1,372:2;646:1;734:2;717:1;518:1;415:1
Recipe_Hotpot 43,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Dog flesh x1,372:2;646:1;734:2;717:1;518:1;432:1
Recipe_Hotpot 44,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Goblin flesh x1,372:2;646:1;734:2;717:1;518:1;471:1
Recipe_Hotpot 45,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Human flesh x1,372:2;646:1;734:2;717:1;518:1;504:1
Recipe_Hotpot 46,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Shav'Wa flesh x1,372:2;646:1;734:2;717:1;518:1;537:1
Recipe_Hotpot 47,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x1; Hellshrew flesh x1,372:2;646:1;734:2;717:1;518:1;683:1
Recipe_Hotpot 48,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Craw flesh x1,372:2;646:1;734:1;717:2;518:1;415:1
Recipe_Hotpot 49,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Dog flesh x1,372:2;646:1;734:1;717:2;518:1;432:1
Recipe_Hotpot 50,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Goblin flesh x1,372:2;646:1;734:1;717:2;518:1;471:1
Recipe_Hotpot 51,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Human flesh x1,372:2;646:1;734:1;717:2;518:1;504:1
Recipe_Hotpot 52,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Shav'Wa flesh x1,372:2;646:1;734:1;717:2;518:1;537:1
Recipe_Hotpot 53,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x1; Hellshrew flesh x1,372:2;646:1;734:1;717:2;518:1;683:1
Recipe_Hotpot 54,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Craw flesh x1,372:2;646:1;734:1;717:1;518:2;415:1
Recipe_Hotpot 55,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Dog flesh x1,372:2;646:1;734:1;717:1;518:2;432:1
Recipe_Hotpot 56,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Goblin flesh x1,372:2;646:1;734:1;717:1;518:2;471:1
Recipe_Hotpot 57,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Human flesh x1,372:2;646:1;734:1;717:1;518:2;504:1
Recipe_Hotpot 58,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Shav'Wa flesh x1,372:2;646:1;734:1;717:1;518:2;537:1
Recipe_Hotpot 59,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Hellshrew flesh x1,372:2;646:1;734:1;717:1;518:2;683:1
Recipe_Hotpot 60,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Craw flesh x1,372:2;646:1;734:1;717:2;518:2;415:1
Recipe_Hotpot 61,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Dog flesh x1,372:2;646:1;734:1;717:2;518:2;432:1
Recipe_Hotpot 62,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Goblin flesh x1,372:2;646:1;734:1;717:2;518:2;471:1
Recipe_Hotpot 63,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Human flesh x1,372:2;646:1;734:1;717:2;518:2;504:1
Recipe_Hotpot 64,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Shav'Wa flesh x1,372:2;646:1;734:1;717:2;518:2;537:1
Recipe_Hotpot 65,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Hellshrew flesh x1,372:2;646:1;734:1;717:2;518:2;683:1
Recipe_Hotpot 66,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x2; Craw flesh x1,372:2;646:1;734:2;717:1;518:2;415:1
Recipe_Hotpot 67,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x2; Dog flesh x1,372:2;646:1;734:2;717:1;518:2;432:1
Recipe_Hotpot 68,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x2; Goblin flesh x1,372:2;646:1;734:2;717:1;518:2;471:1
Recipe_Hotpot 69,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x2; Human flesh x1,372:2;646:1;734:2;717:1;518:2;504:1
Recipe_Hotpot 70,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x2; Shav'Wa flesh x1,372:2;646:1;734:2;717:1;518:2;537:1
Recipe_Hotpot 71,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x1; Velvet Bell x2; Swing-Ding x1; Karl-Oskar x2; Hellshrew flesh x1,372:2;646:1;734:2;717:1;518:2;683:1
Recipe_Hotpot 72,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Craw flesh x1,372:2;646:2;734:1;717:1;518:2;415:1
Recipe_Hotpot 73,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Dog flesh x1,372:2;646:2;734:1;717:1;518:2;432:1
Recipe_Hotpot 74,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Goblin flesh x1,372:2;646:2;734:1;717:1;518:2;471:1
Recipe_Hotpot 75,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Human flesh x1,372:2;646:2;734:1;717:1;518:2;504:1
Recipe_Hotpot 76,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Shav'Wa flesh x1,372:2;646:2;734:1;717:1;518:2;537:1
Recipe_Hotpot 77,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x1; Karl-Oskar x2; Hellshrew flesh x1,372:2;646:2;734:1;717:1;518:2;683:1
Recipe_Hotpot 78,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Craw flesh x1,372:2;646:2;734:1;717:2;518:2;415:1
Recipe_Hotpot 79,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Dog flesh x1,372:2;646:2;734:1;717:2;518:2;432:1
Recipe_Hotpot 80,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Goblin flesh x1,372:2;646:2;734:1;717:2;518:2;471:1
Recipe_Hotpot 81,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Human flesh x1,372:2;646:2;734:1;717:2;518:2;504:1
Recipe_Hotpot 82,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Shav'Wa flesh x1,372:2;646:2;734:1;717:2;518:2;537:1
Recipe_Hotpot 83,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x1; Swing-Ding x2; Karl-Oskar x2; Hellshrew flesh x1,372:2;646:2;734:1;717:2;518:2;683:1
Recipe_Hotpot 84,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x2; Swing-Ding x2; Karl-Oskar x2; Craw flesh x1,372:2;646:2;734:2;717:2;518:2;415:1
Recipe_Hotpot 85,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x2; Swing-Ding x2; Karl-Oskar x2; Dog flesh x1,372:2;646:2;734:2;717:2;518:2;432:1
Recipe_Hotpot 86,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x2; Swing-Ding x2; Karl-Oskar x2; Goblin flesh x1,372:2;646:2;734:2;717:2;518:2;471:1
Recipe_Hotpot 87,cooking,Item_HotPot,Hot Pot,2,1,6,Broth x2; Rödsopp x2; Velvet Bell x2; Swing-Ding x2; Karl-Oskar x2; Human flesh x1,372:2;646:2;734:2;717:2;518:2;504:1
