name,category,id,displayName,description,flavor,itemQuality,itemQuality_name,slotType,slotType_name,itemTags,itemTags_name,useType,useType_name,weightClass,weightClass_name,basePrice,sellable,stackSize,inventorySize,maxDurability,appliesEnchantment,modifiesCaliber,modifiersOnEquip,modifiersOnInventory,baseAttributes
Item_VelvetBell,Consumables/Foodstuffs,734,Velvet Bell,,This meaty mushroom carries an earthy and nutty smell. Can be used in cooking.,0,Common,0,None,0,None,0,Consumable,0,Knife,10,1,0,1x1,1000,0,0,,,
Item_Walnut,Consumables/Foodstuffs,737,Walnut,,Hard to crack. But tasty.,0,Common,0,None,0,None,0,Consumable,0,Knife,40,1,0,1x1,1000,0,0,,,
Item_Worm,Consumables/Foodstuffs,747,Earthworm,,"""If you eat it, you get 5 bucks"".",0,Common,0,None,0,None,0,Consumable,0,Knife,10,1,0,1x1,1000,0,0,,,
Item_CandyCane,Consumables/Foodstuffs/Christmas,382,Candy Cane,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,90,1,0,1x1,1000,0,0,,,
Item_GravadLax,Consumables/Foodstuffs/Christmas,475,Gravad Lax,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,90,1,0,2x1,1000,0,0,,,
Item_JanssonsTemptation,Consumables/Foodstuffs/Christmas,513,Jansson's Temptation,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,200,1,0,3x1,1000,0,0,,,
Item_Julmust,Consumables/Foodstuffs/Christmas,516,Julmust,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,90,1,0,1x2,1000,0,0,,,
Item_Lutfisk,Consumables/Foodstuffs/Christmas,543,Lutfisk,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,90,1,0,2x1,1000,0,0,,,
Item_PotatoSalad,Consumables/Foodstuffs/Christmas,611,Potato Salad,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,90,1,0,2x1,1000,0,0,,,
Item_Risalamalta,Consumables/Foodstuffs/Christmas,633,Ris à la Malta,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,90,1,0,1x1,1000,0,0,,,
Item_Risgrynsgrot,Consumables/Foodstuffs/Christmas,634,Risgrynsgröt,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,90,1,0,2x1,1000,0,0,,,
Item_Silltalrik,Consumables/Foodstuffs/Christmas,687,Silltallrik,,"A nine for presentation, a four for taste, and a one for nutrition.",0,Common,0,None,0,None,0,Consumable,0,Knife,90,1,0,2x1,1000,0,0,,,
Item_Blood,Consumables/Other,357,Blood,,"A vial of fresh, scarlet blood. Thicker than water.",0,Common,0,None,0,None,0,Consumable,0,Knife,60,1,0,1x1,1000,0,0,,,
Item_FirstAidKit,Consumables/Other,451,First Aid Kit,,"A pouch containing instruments needed to provide basic first aid, including gauze, scissors, painkillers, and disinfectant spray.",0,Common,0,None,0,None,0,Consumable,0,Knife,60,1,0,2x2,1000,0,0,,,
Item_Mutagen,Consumables/Other,574,Mutagen Bottle,,A chemical agent capable of inducing changes in DNA causing mutations.,0,Common,0,None,0,None,4,None,0,Knife,4000,1,0,2x1,1000,0,0,,,
Item_RodsoppPaste,Consumables/Other,647,Rödsopp Paste,Slows down time for 10 seconds.,Touching it gives you the feeling that time is slowing down...,0,Common,0,None,0,None,0,Consumable,0,Knife,50,1,0,2x1,1000,0,0,,,
Item_Snus,Consumables/Other,692,Admiral White Extra Strong,,Admiral White Extra Strong,2,Rare,0,None,0,None,0,Consumable,0,Knife,180,1,0,1x1,1000,0,0,,,
Item_Solution,Consumables/Other,695,Solution,,A liquid with many purposes. Might be the solution you need. ,0,Common,0,None,0,None,0,Consumable,0,Knife,40,1,0,1x1,1000,0,0,,,
Consumable_ChamberChisel12ga,ConsumablesItems,35,Chamber Chisel (12ga),,"A toolkit containing everything needed to rebore a firearm barrel, changing the weapon's caliber to 12 gauge.",2,Rare,0,None,0,None,5,ItemConsumable,0,Knife,15000,1,0,4x2,1000,0,2,,,
Consumable_ChamberChisel50BMG,ConsumablesItems,36,Chamber Chisel (.50 BMG),,"A toolkit containing everything needed to rebore a firearm barrel, changing the weapon's caliber to .50 BMG.",2,Rare,0,None,0,None,5,ItemConsumable,0,Knife,3400,1,0,4x2,10000,0,5,,,
Consumable_ChamberChisel556,ConsumablesItems,37,Chamber Chisel (5.56mm),,"A toolkit containing everything needed to rebore a firearm barrel, changing the weapon's caliber to 5.56mm.",2,Rare,0,None,0,None,5,ItemConsumable,0,Knife,2200,1,0,4x2,5000,0,3,,,
Consumable_ChamberChisel762,ConsumablesItems,38,Chamber Chisel (7.62mm),,"A toolkit containing everything needed to rebore a firearm barrel, changing the weapon's caliber to 7.62mm.",2,Rare,0,None,0,None,5,ItemConsumable,0,Knife,3000,1,0,4x2,8000,0,4,,,
Consumable_ChamberChisel9mm,ConsumablesItems,39,Chamber Chisel (9mm),,"A toolkit containing everything needed to rebore a firearm barrel, changing the weapon's caliber to 9mm.",2,Rare,0,None,0,None,5,ItemConsumable,0,Knife,700,1,0,4x2,2000,0,1,,,
Item_AirDuster,ConsumablesItems,327,Air Duster,,,0,Common,0,None,0,None,6,ItemRepair,0,Knife,180,1,0,1x2,1000,0,0,,,
Item_BeGone,ConsumablesItems,349,BeGone,,Practical when new. Horrible when used.,0,Common,0,None,0,None,6,ItemRepair,0,Knife,250,1,0,1x2,1000,0,0,,,
Item_Bleach,ConsumablesItems,355,Bleach,,Practical when new. Horrible when used.,0,Common,0,None,0,None,6,ItemRepair,0,Knife,120,1,0,1x2,1000,0,0,,,
Item_CottonSwab,ConsumablesItems,410,Cotton Swabs,,Practical when new. Horrible when used.,0,Common,0,None,0,None,6,ItemRepair,0,Knife,25,1,0,1x1,1000,0,0,,,
Item_DishSoap,ConsumablesItems,429,Dish Soap,,,0,Common,0,None,0,None,6,ItemRepair,0,Knife,100,1,0,1x2,1000,0,0,,,
Item_MicrofiberDishCloth,ConsumablesItems,556,Microfiber Dish Cloth,,Practical when new. Horrible when used.,0,Common,0,None,0,None,6,ItemRepair,0,Knife,50,1,0,1x1,1000,0,0,,,
Item_Svinto,ConsumablesItems,715,Soapy Wool,,Practical when new. Horrible when used.,0,Common,0,None,0,None,6,ItemRepair,0,Knife,90,1,0,1x1,1000,0,0,,,
Item_Toiletpaper,ConsumablesItems,968,Toilet Paper,,"Toilet paper so coarse that it will remove any shit that needs wiping, and then some.",0,Common,0,None,0,None,6,ItemRepair,0,Knife,100,1,0,1x1,1000,0,0,,,
Item_WeaponRepairKit,ConsumablesItems,741,Repair Kit,,Various tools and chemicals used to keep items in good condition.,1,Uncommon,0,None,0,None,6,ItemRepair,0,Knife,3000,1,0,2x1,1000,0,0,,,
Item_WetWipes,ConsumablesItems,742,Wet Wipes,,Practical when new. Horrible when used.,0,Common,0,None,0,None,6,ItemRepair,0,Knife,100,1,0,2x1,1000,0,0,,,
AmuletCharge,Currencies,7,Blood of the Earth mother,"A fragile drop of natural essence for refilling amulets. Kept in place by leaves of the mother, ruins with contact with other things.",,0,Common,0,None,0,None,0,Consumable,0,Knife,1000,1,0,1x1,1000,0,0,,,
Currency_SulfBill,Currencies,40,Cash Money Bill,,,0,Common,0,None,0,None,0,Consumable,0,Knife,100,1,0,1x1,1000,0,0,,,
Currency_SulfCoin,Currencies,41,Cash Money Coin,,,0,Common,0,None,0,None,0,Consumable,0,Knife,100,1,0,1x1,1000,0,0,,,
Currency_SulfGrand,Currencies,985,Cash Money Grand,,,0,Common,0,None,0,None,0,Consumable,0,Knife,1000,1,0,1x1,1000,0,0,,,
Currency_SulfTwenny,Currencies,42,Cash Money Twenny,,,0,Common,0,None,0,None,0,Consumable,0,Knife,100,1,0,1x1,1000,0,0,,,
Stamp,Currencies,961,Stamp,,,0,Common,0,None,0,None,0,Consumable,0,Knife,100,1,0,1x1,1000,0,0,,,
Enchantment_Dark,Enchantments,103,Scroll of Dark,- Adds blind to enemies on hit.,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,61,0,,,
Enchantment_Earth,Enchantments,120,Scroll of Earth,- Adds chance to stun on hit,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,78,0,,,
Enchantment_Electricity,Enchantments,123,Scroll of Surge,- Bullets have a chance to Electrocute enemies.,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,245,0,,,
Enchantment_Fire,Enchantments,136,Scroll of Embers,- Adds Fire damage to bullets fired. \n- Bullets have a chance to Ignite enemies.,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,82,0,,,
Enchantment_Frost,Enchantments,147,Scroll of Frostbite,- Bullets slow enemies. \n- Bullets have a chance to Freeze enemies.,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,105,0,,,
Enchantment_Nature,Enchantments,203,Scroll of Nature,- Adds a chance to root enemies on hit.,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,161,0,,,
Enchantment_Poison,Enchantments,223,Scroll of Plague,- Bullets poison enemies.,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,179,0,,,
Enchantment_Water,Enchantments,319,Scroll of Water,- Makes enemies wet on hit.\n- Removes all damage.,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,277,0,,,
Enchantment_Beamgun,Enchantments/GunsAndMagic_ItemDefinitions,1064,Scroll of Beamgun,- Turns bullets into a continuous beam,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,292,0,,,
Enchantment_ChaosStrike,Enchantments/GunsAndMagic_ItemDefinitions,84,Scroll of Chaos Strike,,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,2000,1,0,1x2,1000,42,0,,,
Enchantment_FastForwardOil,Enchantments/GunsAndMagic_ItemDefinitions,131,Fast Forward Oil,Bullets move faster through time,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x1,1000,90,0,,,
Enchantment_FlameThrower,Enchantments/GunsAndMagic_ItemDefinitions,138,Scroll Of Flame Thrower,- Turns gun into a flamethrower,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,5000,1,0,1x2,1000,96,0,,,
Enchantment_ForceOil,Enchantments/GunsAndMagic_ItemDefinitions,144,Force Oil,+20% Bullet Force,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x1,1000,102,0,,,
Enchantment_HolyFire,Enchantments/GunsAndMagic_ItemDefinitions,166,Scroll of Holy Fire,- Turns bullets into light rays,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,7000,1,0,1x2,1000,124,0,,,
Enchantment_HolyPurge,Enchantments/GunsAndMagic_ItemDefinitions,167,Scroll of Holy Purge,,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,6000,1,0,1x2,1000,125,0,,,
Enchantment_IceBeam,Enchantments/GunsAndMagic_ItemDefinitions,1067,Scroll of Ice Beam,- Turns bullets into a continuous freezing beam,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,294,0,,,
Enchantment_Light,Enchantments/GunsAndMagic_ItemDefinitions,188,Scroll of Light,- Turns bullets into light rays,,3,Epic,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x2,1000,146,0,,,
Enchantment_Pesticide,Enchantments/GunsAndMagic_ItemDefinitions,218,Scroll of Pesticide,,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,4500,1,0,1x2,1000,176,0,,,
Enchantment_Prism,Enchantments/GunsAndMagic_ItemDefinitions,227,Scroll of Prism,,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,3000,1,0,1x2,1000,185,0,,,
Enchantment_Sacrifice,Enchantments/GunsAndMagic_ItemDefinitions,247,Scroll of Sacrifice,,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,3500,1,0,1x2,1000,204,0,,,
Enchantment_SlowMoOil,Enchantments/GunsAndMagic_ItemDefinitions,269,Slow Mo Oil,Bullets travel slower through time,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x1,1000,226,0,,,
Enchantment_Slush,Enchantments/GunsAndMagic_ItemDefinitions,271,Scroll of Slush,Fires slow bullets with ice,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,3000,1,0,1x2,1000,228,0,,,
Enchantment_ToxicLobotomy,Enchantments/GunsAndMagic_ItemDefinitions,304,Scroll of Toxic Lobotomy,,,4,Legendary,0,None,0,None,3,Enchantment,0,Knife,4000,1,0,1x2,1000,262,0,,,
Enchantment_Big,Enchantments/Oils,60,Big Oil,+ Bullets do 25% more damage\n+ Bullets are bigger\n- Bullets are slower,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,400,1,0,1x1,1000,18,0,,,
Enchantment_Bounce,Enchantments/Oils,71,Bounce Oil,- Bullets bounce,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,400,1,0,1x1,1000,29,0,,,
Enchantment_Brutality,Enchantments/Oils,74,Grapeseed Oil,- Bullets do extra damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,600,1,0,1x1,1000,32,0,,,
Enchantment_Duality,Enchantments/Oils,117,Oil of Yin,- Bullets split into 2\n- Slightly lower damage per bullet,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,75,0,,,
Enchantment_Flutter,Enchantments/Oils,142,Rate of Fire Oil,- Increases rate of fire by 25 RPM.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,700,1,0,1x1,1000,100,0,,,
Enchantment_Satiety,Enchantments/Oils,249,Translucent Oil,- Adds a chance that a bullet is not consumed on fire.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,600,1,0,1x1,1000,206,0,,,
Enchantment_Slayer,Enchantments/Oils,265,Crit Oil,+10% critical damage chance.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x2,1000,222,0,,,
Enchantment_TestOil,Enchantments/Oils,296,Test oil,,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,400,1,0,1x1,1000,254,0,,,
Enchantment_TestOil2,Enchantments/Oils,297,Test oil 2,,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,400,1,0,1x1,1000,255,0,,,
Enchantment_Trinity,Enchantments/Oils,305,Triple Oil,- Bullets split into 3\n- Lower damage per bullet,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x2,1000,263,0,,,
Enchantment_EternalOil,Enchantments/Oils/New,125,Eternal Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,4000,1,0,1x2,1000,83,0,,,
Enchantment_UnlabeledOil,Enchantments/Oils/New,310,Unlabeled Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,300,1,0,1x1,1000,268,0,,,
Enchantment_ArkanoidOil,Enchantments/Oils/New/Bounce,49,Arkanoid Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1200,1,0,1x1,1000,7,0,,,
Enchantment_BanditOil,Enchantments/Oils/New/Bounce,58,Bandit Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,600,1,0,1x2,1000,16,0,,,
Enchantment_CartoonOil,Enchantments/Oils/New/Bounce,81,Cartoon Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x1,1000,39,0,,,
Enchantment_FleaOil,Enchantments/Oils/New/Bounce,139,Flea Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,97,0,,,
Enchantment_HoopOil,Enchantments/Oils/New/Bounce,168,Hoop Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,126,0,,,
Enchantment_ImperfectOil,Enchantments/Oils/New/Bounce,172,Imperfect Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,130,0,,,
Enchantment_LazyOil,Enchantments/Oils/New/Bounce,185,Lazy Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,143,0,,,
Enchantment_LongshotOil,Enchantments/Oils/New/Bounce,190,Longshot Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1200,1,0,1x2,1000,148,0,,,
Enchantment_PerfectBounceOil,Enchantments/Oils/New/Bounce,216,Perfect Bounce Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,174,0,,,
Enchantment_PoolOil,Enchantments/Oils/New/Bounce,224,Pool Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1200,1,0,1x2,1000,182,0,,,
Enchantment_ReboundOil,Enchantments/Oils/New/Bounce,234,Rebound Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,191,0,,,
Enchantment_RicochetOil,Enchantments/Oils/New/Bounce,239,RicochetOil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,650,1,0,1x1,1000,196,0,,,
Enchantment_ScrambleOil,Enchantments/Oils/New/Bounce,252,Scramble Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,600,1,0,1x1,1000,209,0,,,
Enchantment_SherlockOil,Enchantments/Oils/New/Bounce,260,Sherlock Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,217,0,,,
Enchantment_SkipOil,Enchantments/Oils/New/Bounce,264,Skip Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,650,1,0,1x1,1000,221,0,,,
Enchantment_SynchronicityOil,Enchantments/Oils/New/Bounce,289,Synchronicity Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,247,0,,,
Enchantment_WobbleOil,Enchantments/Oils/New/Bounce,322,Wobble Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,280,0,,,
Enchantment_ArrowOil,Enchantments/Oils/New/BulletSpeed,50,Arrow Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,200,1,0,1x1,1000,8,0,,,
Enchantment_AssassinDartOil,Enchantments/Oils/New/BulletSpeed,54,Assassin Dart Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,250,1,0,1x1,1000,12,0,,,
Enchantment_BoltOil,Enchantments/Oils/New/BulletSpeed,67,Enchantment_BoltOil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,370,1,0,1x1,1000,25,0,,,
Enchantment_DartOil,Enchantments/Oils/New/BulletSpeed,104,Dart Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,230,1,0,1x1,1000,62,0,,,
Enchantment_DelayedHyperTubeOil,Enchantments/Oils/New/BulletSpeed,106,Delayed Hyper Tube Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,400,1,0,1x1,1000,64,0,,,
Enchantment_DieselOil,Enchantments/Oils/New/BulletSpeed,109,Diesel Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,225,1,0,1x1,1000,67,0,,,
Enchantment_ExtraPowderOil,Enchantments/Oils/New/BulletSpeed,128,Extra Powder Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,400,1,0,1x1,1000,87,0,,,
Enchantment_FastBetOil,Enchantments/Oils/New/BulletSpeed,130,Fast Bet Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,450,1,0,1x1,1000,89,0,,,
Enchantment_InstantOil,Enchantments/Oils/New/BulletSpeed,175,Instant Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,133,0,,,
Enchantment_KineticOil,Enchantments/Oils/New/BulletSpeed,180,Kinetic Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,350,1,0,1x1,1000,138,0,,,
Enchantment_MicroWingOil,Enchantments/Oils/New/BulletSpeed,198,Micro Wing Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,300,1,0,1x1,1000,156,0,,,
Enchantment_TightBarrelOil,Enchantments/Oils/New/BulletSpeed,301,Tight Barrel Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,259,0,,,
Enchantment_TurbulenceOil,Enchantments/Oils/New/BulletSpeed,307,Turbulence Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,600,1,0,1x1,1000,265,0,,,
Enchantment_VelocityOil,Enchantments/Oils/New/BulletSpeed,315,Velocity Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,220,1,0,1x1,1000,273,0,,,
Enchantment_WhimOil,Enchantments/Oils/New/BulletSpeed,320,Whim Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,450,1,0,1x1,1000,278,0,,,
Enchantment_ZoomingOil,Enchantments/Oils/New/BulletSpeed,325,Zooming Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,450,1,0,1x1,1000,283,0,,,
Enchantment_AimlessOil,Enchantments/Oils/New/CritChance,46,Aimless Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,4,0,,,
Enchantment_ArteryOil,Enchantments/Oils/New/CritChance,51,Artery Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,300,1,0,1x1,1000,9,0,,,
Enchantment_AxeOil,Enchantments/Oils/New/CritChance,56,Axe Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,300,1,0,1x1,1000,14,0,,,
Enchantment_BlindfoldOil,Enchantments/Oils/New/CritChance,65,Blindfold Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,700,1,0,1x1,1000,23,0,,,
Enchantment_ConfidenceOil,Enchantments/Oils/New/CritChance,93,Confidence Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,750,1,0,1x2,1000,51,0,,,
Enchantment_CriticalOil,Enchantments/Oils/New/CritChance,99,Critical Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,57,0,,,
Enchantment_GamblerOil,Enchantments/Oils/New/CritChance,149,Gambler Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,650,1,0,1x1,1000,107,0,,,
Enchantment_HappyAccidentOil,Enchantments/Oils/New/CritChance,157,Happy Accident Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,115,0,,,
Enchantment_HunterOil,Enchantments/Oils/New/CritChance,169,Hunter Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1100,1,0,1x1,1000,127,0,,,
Enchantment_HustlerOil,Enchantments/Oils/New/CritChance,170,Hustler Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,128,0,,,
Enchantment_LowRollerOil,Enchantments/Oils/New/CritChance,192,Low Roller Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,700,1,0,1x1,1000,150,0,,,
Enchantment_ManifestationOil,Enchantments/Oils/New/CritChance,196,Manifestation Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1100,1,0,1x1,1000,154,0,,,
Enchantment_NoNeedOil,Enchantments/Oils/New/CritChance,207,No Need Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,1000,1,0,1x1,1000,165,0,,,
Enchantment_OutOfTheBoxOil,Enchantments/Oils/New/CritChance,209,Out of the Box Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,400,1,0,1x1,1000,167,0,,,
Enchantment_PunctureOil,Enchantments/Oils/New/CritChance,229,Puncture Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,187,0,,,
Enchantment_SlotmachineOil,Enchantments/Oils/New/CritChance,268,Slotmachine Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,700,1,0,1x1,1000,225,0,,,
Enchantment_SmartBulletOil,Enchantments/Oils/New/CritChance,272,Smart Bullet Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,229,0,,,
Enchantment_AddDamageOil,Enchantments/Oils/New/DamageFlat,44,Add Damage Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,2,0,,,
Enchantment_AsceticOil,Enchantments/Oils/New/DamageFlat,53,Ascetic Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,350,1,0,1x1,1000,11,0,,,
Enchantment_BigOil,Enchantments/Oils/New/DamageFlat,61,Big Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,19,0,,,
Enchantment_BruteOil,Enchantments/Oils/New/DamageFlat,75,Brute Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,700,1,0,1x1,1000,33,0,,,
Enchantment_DischargeOil,Enchantments/Oils/New/DamageFlat,110,Discharge Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,68,0,,,
Enchantment_DisposableOil,Enchantments/Oils/New/DamageFlat,111,Disposable Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,650,1,0,1x1,1000,69,0,,,
Enchantment_ExpanderOil,Enchantments/Oils/New/DamageFlat,127,Expander Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,85,0,,,
Enchantment_FidgetOil,Enchantments/Oils/New/DamageFlat,135,Fidget Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,450,1,0,1x1,1000,94,0,,,
Enchantment_FrugalOil,Enchantments/Oils/New/DamageFlat,148,Frugal Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,700,1,0,1x1,1000,106,0,,,
Enchantment_JudgementOil,Enchantments/Oils/New/DamageFlat,176,Judgement Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,134,0,,,
Enchantment_KickerOil,Enchantments/Oils/New/DamageFlat,179,Kicker Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,650,1,0,1x1,1000,137,0,,,
Enchantment_LateBoomOil,Enchantments/Oils/New/DamageFlat,182,Late Boom Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,150,1,0,1x1,1000,140,0,,,
Enchantment_PotShotOil,Enchantments/Oils/New/DamageFlat,226,Potshot Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,800,1,0,1x1,1000,184,0,,,
Enchantment_SeatedOil,Enchantments/Oils/New/DamageFlat,254,Seated Oil,+20% damage.,,2,Rare,0,None,0,None,3,Enchantment,0,Knife,500,1,0,1x1,1000,211,0,,,
